Front,Back,Tags,Deck,Card_Type,Priority,Source_Reference,GUID
The gratuity-nomination rule's sub-rule (6):{{c1::marriage does NOT invalidate}}a family-member nomination; the gratuity-nomination rule's sub-rule (7): cancel by{{c2::written notice + fresh nomination}}; the gratuity-nomination rule's sub-rule (8): nominee dies without alternate →{{c3::fresh nomination}}needed.,<b>Rule:</b> Marriage-safe; cancellation needs writing + replacement; dead nominee without backup = re-nominate.<br><br><b>Hinglish:</b> Shaadi se nomination nahi tootta; radd likh kar + naya bhar kar; nominee mara to naya banao.<br><br><b>Ref:</b> Rule 46(6)-(8); Rule 46(6); Rule 46(7); Rule 46(8),CCS_Pension Rule_46 Nomination CCS_Pension::Rule_46 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,"Rule 46(6), 46(7), 46(8)",CCS21-9ff0c0a8
"The gratuity-nomination rule's sub-rule (9): HoO must{{c1::verify, countersign, keep custody, enter in service book, return signed copy}}; for non-gazetted,{{c2::subordinate Gazetted Officers}}countersign.","<b>Rule:</b> 5-step HoO custody chain; gazetted countersign for non-gazetted staff.<br><br><b>Hinglish:</b> HoO jaanche, sign kare, sambhale, entry kare, copy lautaye.<br><br><b>Ref:</b> Rule 46(9)",CCS_Pension Rule_46 Procedure CCS_Pension::Rule_46 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,Rule 46(9),CCS21-52cee61b
"The gratuity-distribution rule's sub-rule (1): gratuity goes to (a){{c1::nominee}}, else (b){{c2::family}}in TWO strict groups — Group 1 (i)–(v):{{c3::widow, widower, sons &lt;25, unmarried daughters, widowed/divorced daughters}}.","<b>Rule:</b> Nominee first; no nominee → family groups.<br><br><b>Hinglish:</b> Pehle nominee, warna parivaar — Group 1: patni/pati, chhote bete, betiyaan.<br><br><b>Ref:</b> Rule 47(1)(a), 47(1)(b); Rule 47(1)",CCS_Pension Rule_47 Nomination CCS_Pension::Rule_47 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,"Rule 47(1)(a), 47(1)(b)",CCS21-e030a9b3
"The gratuity-distribution rule group 2 (vi)–(xi):{{c1::father, mother, married daughter, pre-deceased son's children/widow, unmarried sister, brother &lt;25}}— and ONE Group 1 survivor{{c2::EXCLUDES all of Group 2}}.",<b>Rule:</b> Strict priority: Group 1 ka ek bhi = Group 2 zero.<br><br><b>Hinglish:</b> Group 1 me koi bhi zinda to Group 2 ko kuch nahi.<br><br><b>Trap:</b> Strict exclusion.<br><br><b>Ref:</b> Rule 47(1)(b); Rule 47,CCS_Pension Rule_47 Comparison Exam_Trap CCS_Pension::Rule_47 Priority::Critical,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,CRITICAL,Rule 47(1)(b),CCS21-276156a9
The gratuity-distribution rule's sub-rule (2): nominee PREDECEASES + the gratuity-nomination rule's sub-rule (4) in play → share goes to{{c1::eligible surviving family at servant's death date}}— one nominee can take{{c2::TWICE}}(own + lapsed share).,<b>Rule:</b> Lapsed share re-pools to survivors as on death date; double-take possible.<br><br><b>Hinglish:</b> Nominee pehle mara to hissa parivaar me; ek nominee do baar le sakta hai.<br><br><b>Ref:</b> Rule 47(2); Rule 46(4),CCS_Pension Rule_47 Nomination CCS_Pension::Rule_47 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,Rule 47(2),CCS21-ec81095c
The gratuity-distribution rule's sub-rule (3): retired servant dies BEFORE receiving gratuity →{{c1::same the gratuity-distribution rule's sub-rule (1) family}}takes it.,"<b>Rule:</b> Undisbursed gratuity follows the family ladder, not estate law.<br><br><b>Hinglish:</b> Gratuity lene se pehle mare to parivaar-kram se baategi.<br><br><b>Ref:</b> Rule 47(3); Rule 47(1)",CCS_Pension Rule_47 CCS_Pension::Rule_47 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,Rule 47(3),CCS21-61b99316
"Widow + married daughter + father survive, no nomination: who gets death gratuity?",<b>Rule:</b> Widow (Group 1) takes ALL; married daughter + father (Group 2) get NOTHING — strict exclusion.<br><br><b>Hinglish:</b> Vidva sab legi; Group 2 khaali haath.<br><br><b>Ref:</b> Rule 47(1)(b); Example 10/11,CCS_Pension Rule_47 Scenario Application CCS_Pension::Rule_47 Priority::Critical,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Basic,CRITICAL,"Rule 47(1)(b); Worked Examples 10, 11",CCS21-b9fda312
The murder-taint rule's sub-rule (1):{{c1::murder/abetment CHARGE}}→ claim{{c2::SUSPENDED till criminal proceedings conclude}}; murder-taint conviction →{{c3::DEBARRED}}(share to remaining 'if any'); murder-taint acquittal →{{c4::share RESTORED}}.,"<b>Rule:</b> Charge = freeze; conviction = forfeit; acquittal = pay. Explanation: includes abetting SUICIDE.<br><br><b>Hinglish:</b> Hatya-kaand me ilzaam = rok; sazaa = hissa gaya; bari = hissa wapas.<br><br><b>Ref:</b> Rules 48(1), 48(2); Rule 48(1); Rule 48(2); Rule 48(2)(b)",CCS_Pension Rule_48 Exception CCS_Pension::Rule_48 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,"Rule 48(1), 48(2)",CCS21-d440a4db
The murder-taint rule's sub-rule (3): the murder-bar ALSO covers{{c1::the gratuity-distribution rule's sub-rule (3) post-retirement undisbursed gratuity}}. the lapse rule: death in service/after retirement + NO family +{{c2::no/subsisting nomination}}→ gratuity{{c3::LAPSES to Government}}— UNLESS{{c4::Succession Certificate}}(proviso).,"<b>Rule:</b> the murder-taint rule = tainted claimant; the lapse rule = no claimant (lapse, court-certificate rescue). lapse touches ONLY gratuity, never pension.<br><br><b>Hinglish:</b> 48 = khooni-davaar rok; 49 = koi davaar nahi to Sarkar (court certificate lao to pao).<br><br><b>Ref:</b> Rule 48(3); Rule 49; Rule 47(3); Rule 48",CCS_Pension Rule_48 Rule_49 Comparison CCS_Pension::Rule_48 Priority::Critical,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,CRITICAL,Rule 48(3); Rule 49,CCS21-67bf2cb2
"The family-pension rule's sub-rule (1) THREE gateways (OR-joined): (i){{c1::1-year continuous service}}; second,{{c2::&lt;1 year WITH fit certificate}}; third,{{c3::death after retirement while receiving pension/compassionate allowance}}. Explanation 1:{{c4::pensionable establishment}}is the positive condition.","<b>Rule:</b> Any ONE gateway opens family pension; establishment must be pensionable.<br><br><b>Hinglish:</b> 1 saal, ya fit-cert, ya pension-lete-maut — koi ek; pensionable-post zaroori.<br><br><b>Ref:</b> Rules 50(1), 1; Rule 50(1)",CCS_Pension Rule_50 Family_Pension Threshold CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(1),CCS21-71f2f115
"The family-pension rule's sub-rule (2)(a)(i): ORDINARY family pension ={{c1::30% of pay}}, floor{{c2::Rs 9,000}}, ceiling{{c3::Rs 75,000}}.","<b>Rule:</b> The default rate: 30% banded 9,000–75,000.<br><br><b>Hinglish:</b> Aam-dar 30% — 9,000 se kam nahi, 75,000 se zyada nahi.<br><br><b>Ref:</b> Rule 50(2)(a)(i); Rule 50(2)",CCS_Pension Rule_50 Family_Pension Threshold Floor Ceiling CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(2)(a)(i),CCS21-5fd25bfb
The family-pension rule's sub-rule (2)(a)(ii): death IN SERVICE →{{c1::50% of pay}}for{{c2::10 YEARS}}from day-after-death — with{{c3::NO age cap}}.,<b>Rule:</b> Enhanced 50% runs a full decade regardless of ages.<br><br><b>Hinglish:</b> Naukri me maut = 50% poore 10 saal; umar ki rok nahi.<br><br><b>Ref:</b> Rule 50(2)(a)(ii); Rule 50(2),CCS_Pension Rule_50 Timeline CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(2)(a)(ii),CCS21-b2259966
"The family-pension rule's sub-rule (2)(a)(iii): death AFTER retirement →{{c1::50%}}for{{c2::7 years OR till age 67, whichever is LESS}}.","<b>Rule:</b> The only 'whichever is LESS' in family pension — shorter of 7y/67 wins.<br><br><b>Hinglish:</b> Retirement-ke-baad maut = 50%, par 7-saal/67-umar me jo CHHOTA.<br><br><b>Trap:</b> LESS (not more).<br><br><b>Ref:</b> Rule 50(2)(a)(iii); Rule 50(2)",CCS_Pension Rule_50 Timeline Exam_Trap CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 50(2)(a)(iii),CCS21-e1b988d9
"The family-pension rule's sub-rule (2)(a)(iii) First Proviso: enhanced ≤{{c1::authorised pension (incl. commuted)}}; Second Proviso: if authorised pension &lt; 30%, floor ={{c2::ordinary rate}}; Explanation 2: 'authorised' INCLUDES{{c3::commuted portion}}; Explanation 3: includes{{c4::compulsory-retirement pension + compassionate allowance}}.","<b>Rule:</b> Cap + floor + 2 clarifications fence the post-retirement enhanced rate.<br><br><b>Hinglish:</b> Seema (authorised-pension), farsh (ordinary-dar); commuted/compulsory/daya sab andar.<br><br><b>Ref:</b> Rule 50(2)(a)(iii) provisos; Expl.2, 3; Rule 50(2)",CCS_Pension Rule_50 Proviso Explanation CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(2)(a)(iii); Explanations 2, 3",CCS21-d78fb247
"The family-pension rule's sub-rule (2)(a)(iv): ENHANCED band = floor{{c1::Rs 9,000}}, ceiling{{c2::Rs 1,25,000}}; the family-pension rule's sub-rule (2)(b): after enhanced spell,{{c3::AUTOMATIC ordinary rate}}(≤ Rs 75,000).","<b>Rule:</b> Enhanced ceiling (1.25L) &gt; ordinary ceiling (75K); reversion is automatic, no fresh sanction.<br><br><b>Hinglish:</b> Enhanced 9,000–1,25,000; muddat khatm to khud 30%-dar par.<br><br><b>Ref:</b> Rule 50(2)(a)(iv), 50(2)(b); Rule 50(2)",CCS_Pension Rule_50 Ceiling Floor CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,"Rule 50(2)(a)(iv), 50(2)(b)",CCS21-72c943e0
"Retired at 60 with pension Rs 40,000; dies at 63: enhanced family pension rate and period?","<b>Rule:</b> 50% of pay (say Rs 35,000) for 7y-from-death OR till-67 → 63+7=70 vs 67 → LESSER = till age 67 (4 years), capped at authorised Rs 40,000, then auto-ordinary 30%.<br><br><b>Hinglish:</b> 50% sirf 67 tak (4 saal), 40,000 ki chhat, phir 30%.<br><br><b>Ref:</b> Rule 50(2)(a)(iii); Example 7",CCS_Pension Rule_50 Scenario Worked_Example CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,CRITICAL,Rule 50(2)(a)(iii); Worked Example 7,CCS21-f4d32f47
The family-pension rule's sub-rule (3) additional FAMILY pension slabs mirror its pension counterpart —{{c1::20/30/40/50/100}}— but keyed to the{{c2::FAMILY pensioner's age}}; the family-pension rule's sub-rule (4): rounding must{{c3::NOT breach the max}}(proviso).,"<b>Rule:</b> Same ladder, different climber (widow's age, not servant's); rounding capped.<br><br><b>Hinglish:</b> Seedhi wahi, umar vidva/bacche ki; gol karne me chhat na toote.<br><br><b>Ref:</b> Rule 50(3), 50(4); Rule 50(3); Rule 44(6); Rule 50(4)",CCS_Pension Rule_50 Additional_Pension CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(3), 50(4)",CCS21-00086aae
The family-pension rule's sub-rule (6) FOUR priority tiers:{{c1::widow/widower}}→{{c2::children}}→{{c3::dependent parents}}→{{c4::dependent disabled siblings}}.,<b>Rule:</b> Strict queue — higher tier alive/eligible blocks lower tiers.<br><br><b>Hinglish:</b> Patni→bacche→maa-baap→divyang bhai-behen — kram todo mat.<br><br><b>Mnemonic:</b> 'Wife-Children-Parents-Siblings'.<br><br><b>Ref:</b> Rule 50(6),CCS_Pension Rule_50 Mnemonic CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,Rule 50(6),CCS21-e3ed84bc
The family-pension rule's sub-rule (7)(a):{{c1::closed exception list}}to the queue; the family-pension rule's sub-rule (7)(b):{{c2::fractions ignored}}in shares.,"<b>Rule:</b> Only listed exceptions bend the queue; paise-fractions dropped.<br><br><b>Hinglish:</b> Kataar sirf likhi-chhoot par mudegi; chhutta-paisa chhodo.<br><br><b>Ref:</b> Rule 50(7)(a), 50(7)(b); Rule 50(7)",CCS_Pension Rule_50 Exception CCS_Pension::Rule_50 Priority::Medium,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,MEDIUM,"Rule 50(7)(a), 50(7)(b)",CCS21-793cb20a
"The family-pension rule's sub-rule (8)(a): widow is{{c1::INCOME-IMMUNE}}; the family-pension rule's sub-rule (8)(b): CHILDLESS widow on remarriage keeps pension ONLY if income &lt;{{c2::minimum + DR}}; the family-pension rule's sub-rule (8)(c):{{c3::multiple widows share EQUALLY}}— lapsed share to{{c4::her children, else other widows}}.",<b>Rule:</b> Widow = no income test; childless-remarried = income gate; co-widows = equal + cascade.<br><br><b>Hinglish:</b> Vidva par aay-jaanch nahi; nihsantan-punarvivah par seema; do vidva barabar + hissa cascade.<br><br><b>Ref:</b> Rule 50(8)(a)-(c); Rule 50(8),CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(8)(a), 50(8)(b), 50(8)(c)",CCS21-fe052f27
The family-pension rule's sub-rule (8)all 4 clauses: children of{{c1::void/voidable marriages}}take the{{c2::MOTHER's share}}(surviving-widow-first mechanics per pension-payment second proviso).,<b>Rule:</b> Illegitimacy never punishes the child — mother's slice flows down.<br><br><b>Hinglish:</b> Baccha nirdosh — maa ka hissa usey.<br><br><b>Ref:</b> Rule 50(8)(d)-(g); Rule 63(1)(d); Rule 50(8); Rule 50(d)-(g); Rule 63(1),CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(8)(d), (e), (f), (g)",CCS21-76a91295
"The family-pension rule's sub-rule (9)(a) THREE child categories: (i){{c1::son &lt;25, unmarried, not earning}}; second,{{c2::daughter unmarried/widowed/divorced, not earning}}; third,{{c3::disabled child, NO age limit}}.","<b>Rule:</b> Son = age-barred; daughter = marital-status-gated; disabled = lifelong.<br><br><b>Hinglish:</b> Beta-25, beti-shaadi, divyang-umarheen.<br><br><b>Ref:</b> Rule 50(9)(a)(i)-(iii); Rule 50(9)",CCS_Pension Rule_50 Threshold CCS_Pension::Rule_50 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,"Rule 50(9)(a)(i), (ii), (iii)",CCS21-421ad54e
"The family-pension rule's sub-rule (9)(d):{{c1::birth order}}governs child queue; fifth, elder ceasing lets{{c2::younger step in}}; sixth,{{c3::guardian}}acts for minors; seventh,{{c4::twins share EQUALLY}}.","<b>Rule:</b> Eldest first; cascade down; guardian for minors; twins split.<br><br><b>Hinglish:</b> Bada pehle, phir chhota; nabaligh ka guardian; judvaan aadha-aadha.<br><br><b>Ref:</b> Rule 50(9)(d)-(g); Rule 50(9)",CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(9)(d), (e), (f), (g)",CCS21-861af3a8
The family-pension rule's sub-rule (12) income-proof hierarchy:{{c1::ITR}}&gt;{{c2::employer certificate}}&gt;{{c3::self-declaration}}.,"<b>Rule:</b> Tax return beats employer paper beats self-word.<br><br><b>Hinglish:</b> ITR sabse upar, phir malik-praman, phir khud-ghoshna.<br><br><b>Ref:</b> Rule 50(12)(a)-(d); Rule 50(12)",CCS_Pension Rule_50 Procedure CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(12)(a), (b), (c), (d)",CCS21-5fe3ea76
Two widows + 3 minor children: gratuity AND family pension split?,"<b>Rule:</b> Gratuity (the gratuity-distribution rule Group 1): widow-half each... family-pension (the family-pension rule's sub-rule ): widows EQUAL shares; on one's death/remarriage her share → HER children, else co-widow (Example 8).<br><br><b>Hinglish:</b> Dono vidva barabar; hissa uske bacchon ko, warna saath-vidva ko.<br><br><b>Ref:</b> Rule 50(8)(c); Example 8; Rule 47; Rule 50(8); Rule 50(c)",CCS_Pension Rule_50 Scenario Worked_Example CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,HIGH,Rule 50(8)(c); Worked Example 8,CCS21-b8d71c9e
The family-pension rule's sub-rule (11):{{c1::wholly dependent}}SIBLINGS (disabled) queue last; the family-pension rule's sub-rule (13):{{c2::two-stage}}ceiling provision; the family-pension rule's sub-rule (14): additional-pensioner/family-pensioner administration; the family-pension rule's sub-rule (16):{{c3::re-employment}}exclusion.,"<b>Rule:</b> Siblings need total dependency; pension stages the ceiling; family-pension bars double-dipping via re-employment.<br><br><b>Hinglish:</b> Bhai-behen poori tarah aashrit ho tabhi; do-charan seema; dobara-naukri par rok.<br><br><b>Ref:</b> Rule 50(11), 50(13), 50(14), 50(16); Rule 50(11); Rule 50(13); Rule 50(14); Rule 50(16)",CCS_Pension Rule_50 Ceiling CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(11), 50(13), 50(14), 50(16)",CCS21-70d9f1cc
The family-pension rule's sub-rule (15)(e) (2024): family details 'again in{{c1::Form 6-A}}at retirement'; the family-pension rule's sub-rule (15)(g)–(i):{{c2::Form 4 is evidentiary}}for family facts.,"<b>Rule:</b> Form 6-A = retirement filing; Form 4 = standing family record.<br><br><b>Hinglish:</b> Retirement par Form 6-A dobara; Form 4 parivaar ka saboot.<br><br><b>Ref:</b> Rule 50(15)(e), (g)-(i); Rule 50(15)",CCS_Pension Rule_50 Form_6A Form CCS_Pension::Rule_50 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 50(15)(e), (g), (h), (i)",CCS21-6b347cad
"The missing-persons rule's sub-rule (1)(a): missing servant's family gets{{c1::the family-pension rule's sub-rule (2) rates + service-death eligibility}}; missing-persons start-date = LATEST of{{c2::leave sanctioned / pay &amp; allowances paid / police report}}(report ={{c3::FIR, Daily Diary Entry, General Diary Entry}}).","<b>Rule:</b> Three-date race, WHICHEVER IS LATEST wins.<br><br><b>Hinglish:</b> Chhutti, vetan, police-report — jo SABSE BAAD, wahi shuruaat.<br><br><b>Trap:</b> LATEST (3 dates).<br><br><b>Ref:</b> Rule 51(1)(a), 51(1)(b); Rule 51(1); Rule 50(2)",CCS_Pension Rule_51 Missing_Person Timeline CCS_Pension::Rule_51 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,"Rule 51(1)(a), 51(1)(b)",CCS21-f6f668d9
"The missing-persons rule's sub-rule (2)(b) missing PENSIONER:{{c1::TWO dates, whichever is LATER}}; missing FAMILY pensioner:{{c2::TWO dates, whichever is LATER}}— contrast with the missing-persons rule's sub-rule (1)(b).",<b>Rule:</b> Servant = 3 dates/LATEST; pensioner/family-pensioner = 2 dates/LATER.<br><br><b>Hinglish:</b> Karmchari-3-LATEST; pensioner-2-LATER — ginti + shabd dono alag.<br><br><b>Trap:</b> Latest vs later.<br><br><b>Ref:</b> Rule 51(2)(b); Rule 51(3); Rule 51(2); Rule 51(1),CCS_Pension Rule_51 Missing_Person Exam_Trap CCS_Pension::Rule_51 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,CRITICAL,Rule 51(2)(b); Rule 51(3),CCS21-5f27d103
The missing-persons rule's sub-rule (4): claim in{{c1::Format + Form}}as specified; the missing-persons rule's sub-rule (5): TWO police documents —{{c2::FIR + untraced report}}; the missing-persons rule's sub-rule (6): pay base ={{c3::last date on duty or expiry of sanctioned leave}}.,"<b>Rule:</b> Paper-chain: format/form + FIR/untraced + duty-date pay.<br><br><b>Hinglish:</b> Form, FIR + untraced report, aakhri-duty vetan — teeno jodo.<br><br><b>Ref:</b> Rule 51(4), 51(5), 51(6); Rule 51(4); Rule 51(5); Rule 51(6)",CCS_Pension Rule_51 Procedure CCS_Pension::Rule_51 Priority::High,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Cloze,HIGH,"Rule 51(4), 51(5), 51(6)",CCS21-540a5f45
"Servant missing 01.03.2025: leave sanctioned till 15.03.2025, pay paid till 31.03.2025, FIR 10.04.2025 — family pension starts?","<b>Rule:</b> LATEST = FIR 10.04.2025 → notional start day-after; payable only after 6-month bar from FIR (≈10.10.2025) per the missing-persons rule.<br><br><b>Hinglish:</b> Sabse-baadi tareekh FIR; 6 mahine baad paisa.<br><br><b>Ref:</b> Rule 51(1)(b), 51(8)(a); Example 17; Rule 51(8)(a)",CCS_Pension Rule_51 Scenario Worked_Example CCS_Pension::Rule_51 Priority::Critical,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,CRITICAL,"Rule 51(1)(b), 51(8)(a); Worked Example 17",CCS21-af4fa99d
